model,year,mileage_km,engine_size_l,fuel_type,transmission,body_condition,color,previous_owners,price_million_toman
Peugeot 206,2011,292300.0,1.4,petrol,automatic,minor_paint,grey,2,225.6
Peugeot Pars,2008,349500.0,1.8,petrol,manual,intact,silver,2,212.4
Peugeot Pars,2017,161500.0,1.8,petrol_lpg,automatic,minor_paint,black,5,417.1
Quik,2008,,1.5,petrol,manual,intact,silver,5,112.5
Dena,2012,295000.0,1.7,petrol_lpg,manual,intact,white,4,366.2
Quik,2025,8500.0,1.5,petrol_lpg,automatic,intact,grey,3,438.5
Dena,2025,58500.0,1.7,petrol,automatic,major_paint,white,1,805.0
Kia Cerato,2006,344700.0,2.0,petrol,manual,major_paint,black,4,600.3
Quik,2020,,1.5,petrol,manual,accident_repaired,silver,2,201.7
Shahin,2023,120700.0,1.5,petrol_lpg,manual,minor_paint,white,1,728.8
Hyundai Accent,2021,76700.0,1.6,petrol,MANUAL,intact,grey,4,1851.3
Peugeot Pars,2023,86000.0,1.8,petrol,automatic,minor_paint,silver,2,556.0
Samand,2017,148600.0,1.8,petrol,manual,minor_paint,white,2,348.0
Rana,2011,,1.6,petrol,automatic,intact,white,4,271.3
Samand,2012,213500.0,1.8,petrol,manual,minor_paint,black,1,212.3
Rana,2015,169800.0,1.6,petrol_lpg,manual,minor_paint,black,1,314.7
Peugeot 206,2005,349700.0,1.4,petrol_lpg,manual,minor_paint,silver,2,146.2
Tiba,2006,363900.0,1.5,petrol,manual,major_paint,white,4,73.9
Tiba,2005,380900.0,1.5,petrol,manual,minor_paint,silver,2,79.2
Shahin,2014,197400.0,1.5,petrol_lpg,manual,major_paint,silver,3,387.5
Peugeot 206,2015,203500.0,1.4,petrol_lpg,manual,minor_paint,silver,5,249.1
Tiba,2022,87500.0,1.5,petrol_lpg,manual,minor_paint,red,3,262.5
Samand,2026,0.0,1.8,petrol,manual,intact,black,4,563.2
Peugeot 206,2015,202100.0,1.4,petrol,automatic,minor_paint,white,1,321.1
Hyundai Accent,2012,217200.0,1.6,petrol_lpg,manual,minor_paint,black,5,927.8
Peugeot 206,2009,282800.0,1.4,petrol_lpg,automatic,intact,silver,3,201.2
Rana,2012,238000.0,1.6,petrol,manual,minor_paint,silver,4,231.9
Toyota Corolla,2022,103800.0,1.8,petrol,automatic,intact,grey,5,2854.3
Dena,2024,,1.7,petrol_lpg,manual,minor_paint, blue ,4,699.0
Kia Cerato,2006,354900.0,2.0,petrol,manual,major_paint,red,5,500.4
Rana,2017,230000.0,1.6,petrol,automatic,intact,white,3,382.7
Quik,2025,23500.0,1.5,petrol_lpg,manual,intact,silver,4,446.9
Peugeot Pars,2010,295600.0,1.8,petrol,manual,intact,black,1,287.4
Rana,2011,290800.0,1.6,petrol,automatic,major_paint,silver,4,227.0
Quik,2015,174000.0,1.5,petrol,automatic,minor_paint,white,5,264.7
Dena,2013,213800.0,1.7,petrol,automatic,intact,silver,3,444.2
Kia Cerato,2014,227100.0,2.0,petrol,manual,minor_paint,silver,3,1181.6
Kia Cerato,2022,98400.0,2.0,petrol_lpg,manual,minor_paint,black,2,1835.0
Shahin,2011,288200.0,1.5,petrol,manual,intact,silver,4,330.2
Kia Cerato,2006,420800.0,2.0,petrol,automatic,minor_paint,black,1,804.2
Peugeot Pars,2020,122600.0,1.8,petrol,automatic,minor_paint,grey,4,454.6
Peugeot 206,2018,174300.0,1.4,petrol_lpg,manual,minor_paint,black,5,313.6
Shahin,2021,121400.0,1.5,petrol,manual,minor_paint, white ,3,761.6
Dena,2022,73000.0,1.7,petrol,manual,minor_paint,silver,4,712.6
Pride,2020,103400.0,1.3,petrol,automatic,accident_repaired,white,3,150.7
Rana,2025,51200.0,1.6,petrol,automatic,intact,white,5,760.9
Pride,2008,313500.0,1.3,petrol,automatic,intact,silver,4,78.8
Kia Cerato,2021,92700.0,2.0,petrol_lpg,manual,major_paint,silver,5,1283.9
Samand,2022,70500.0,1.8,petrol,manual,minor_paint,silver,4,402.1
Peugeot Pars,2021,,1.8,petrol,manual,intact,white,2,540.5
Peugeot Pars,2015,224700.0,1.8,petrol,MANUAL,minor_paint,black,2,322.3
Peugeot 206,2021,81800.0,1.4,petrol_lpg,automatic,intact,black,1,547.7
Toyota Corolla,2014,213800.0,1.8,petrol,automatic,major_paint,black,2,1449.3
Pride,2016,140600.0,1.3,petrol,automatic,minor_paint,silver,1,185.2
Tiba,2012,242600.0,1.5,petrol,manual,major_paint,red,5,110.7
Rana,2019,179700.0,1.6,petrol_lpg,automatic,major_paint,blue,4,318.6
Quik,2009,295700.0,1.5,petrol_lpg,manual,intact,blue,3,152.2
Hyundai Accent,2025,0.0,1.6,petrol,manual,,silver,2,1806.7
Kia Cerato,2012,254400.0,2.0,petrol,manual,intact,white,3,1207.0
Rana,2012,273000.0,1.6,petrol,manual,minor_paint,silver,2,222.9
Dena,2008,312600.0,1.7,petrol,automatic,intact,silver,3,342.4
Peugeot Pars,2016,172700.0,1.8,petrol,MANUAL,minor_paint,silver,3,374.1
Kia Cerato,2010,303500.0,2.0,petrol,manual,minor_paint,silver,3,1005.9
Rana,2011,304700.0,1.6,petrol,automatic,accident_repaired,red,4,163.2
Hyundai Accent,2008,334600.0,1.6,petrol,automatic,intact,white,1,912.0
Toyota Corolla,2012,274900.0,1.8,petrol,manual,minor_paint,white,2,1316.3
Dena,2013,198600.0,1.7,petrol,manual,intact,blue,4,375.6
Shahin,2024,15300.0,1.5,petrol,automatic,minor_paint,white,5,929.2
Peugeot Pars,2023,90000.0,1.8,petrol_lpg,manual,accident_repaired,black,2,379.0
Hyundai Accent,2024,10700.0,1.6,petrol,manual,major_paint,grey,1,1965.7
Rana,2007,394300.0,1.6,petrol_lpg,manual,intact,black,3,165.1
Hyundai Accent,2015,203100.0,1.6,petrol,automatic,intact,silver,2,1243.2
Peugeot 206,2019,,1.4,petrol,manual,major_paint,black,2,351.8
Tiba,2006,367800.0,1.5,petrol_lpg,manual,minor_paint,blue,3,76.9
Peugeot 206,2008,311300.0,1.4,petrol_lpg,manual,intact,silver,1,190.1
Shahin,2007,356500.0,1.5,petrol,MANUAL,intact,white,2,283.6
Rana,2018,122900.0,1.6,petrol,manual,minor_paint,white,1,444.8
Hyundai Accent,2008,345300.0,1.6,petrol_lpg,automatic,minor_paint,white,3,693.0
Peugeot Pars,2013,236900.0,1.8,petrol,manual,minor_paint, black ,5,265.0
Rana,2019,144400.0,1.6,petrol_lpg,manual,intact,silver,4,428.0
Shahin,2006,336100.0,1.5,petrol,manual,intact, silver ,3,267.8
Rana,2011,274100.0,1.6,petrol,manual,intact,silver,4,225.2
Hyundai Accent,2008,332800.0,1.6,petrol,manual,intact,white,2,869.9
Samand,2026,18000.0,1.8,petrol,automatic,major_paint,white,3,545.6
Peugeot Pars,2018,114000.0,1.8,petrol,MANUAL,accident_repaired,blue,2,280.1
Samand,2022,86700.0,1.8,petrol,manual,intact,black,2,468.5
Kia Cerato,2013,276000.0,2.0,petrol,manual,minor_paint,black,5,1015.4
Dena,2016,203500.0,1.7,petrol,manual,intact,silver,3,424.1
Rana,2007,326800.0,1.6,petrol,manual,accident_repaired,black,5,130.8
Tiba,2022,52500.0,1.5,petrol,manual,intact,blue,1,312.9
Tiba,2008,373000.0,1.5,petrol,manual,intact,white,5,93.1
Quik,2024,55400.0,1.5,petrol,manual,minor_paint,black,4,385.5
Toyota Corolla,2010,,1.8,petrol,manual,intact,grey,2,1189.2
Kia Cerato,2026,0.0,2.0,petrol,manual,intact,red,4,2222.8
Rana,2020,94600.0,1.6,petrol,manual,intact,grey,4,450.4
Kia Cerato,2011,262600.0,2.0,petrol_lpg,manual,intact,blue,3,921.5
Peugeot Pars,2009,266900.0,1.8,petrol,manual,intact,silver,4,241.8
Quik,2023,87200.0,1.5,petrol,automatic,minor_paint,white,2,401.4
Quik,2005,354300.0,1.5,petrol,MANUAL,minor_paint,red,3,88.9
Dena,2018,198200.0,1.7,petrol_lpg,automatic,major_paint,silver,4,413.1
Toyota Corolla,2010,293100.0,1.8,petrol_lpg,automatic,,silver,3,1425.7
Rana,2016,,1.6,petrol_lpg,automatic,major_paint,silver,3,334.9
Shahin,2019,127000.0,1.5,petrol,manual,major_paint, white ,5,459.4
Kia Cerato,2017,159400.0,2.0,petrol,automatic,major_paint,blue,5,1349.6
Hyundai Accent,2014,,1.6,petrol,manual,major_paint,blue,3,834.6
Kia Cerato,2010,266600.0,2.0,petrol,automatic,minor_paint,silver,3,1171.3
Tiba,2016,159500.0,1.5,petrol_lpg,automatic,intact,white,4,183.1
Tiba,2012,261400.0,1.5,petrol,manual,minor_paint,black,2,127.6
Rana,2016,202800.0,1.6,petrol_lpg,manual,,grey,1,334.4
Dena,2022,,1.7,petrol_lpg,manual,minor_paint,white,1,610.5
Shahin,2006,369700.0,1.5,petrol,MANUAL,intact,silver,5,227.9
Samand,2011,320300.0,1.8,petrol,manual,accident_repaired,black,1,134.8
Dena,2023,63100.0,1.7,petrol,MANUAL,major_paint,white,5,548.2
Samand,2017,201300.0,1.8,petrol,automatic,intact,grey,1,375.7
Quik,2011,287200.0,1.5,petrol,MANUAL,major_paint,black,1,134.5
Peugeot Pars,2010,311700.0,1.8,petrol,automatic,intact,white,3,275.2
Hyundai Accent,2011,313900.0,1.6,petrol,manual,minor_paint,grey,4,705.3
Pride,2017,214200.0,1.3,petrol,automatic,intact,red,3,165.0
Peugeot 206,2009,339200.0,1.4,petrol,automatic,major_paint,white,3,191.6
Tiba,2006,394000.0,1.5,petrol_lpg,automatic,minor_paint,grey,3,83.1
Quik,2012,279200.0,1.5,petrol,manual,minor_paint,red,4,143.6
Peugeot 206,2007,360600.0,1.4,petrol,automatic,major_paint, black ,2,152.9
Hyundai Accent,2025,38100.0,1.6,petrol,manual,intact,black,1,1976.0
Hyundai Accent,2010,379400.0,1.6,petrol,MANUAL,minor_paint,black,1,769.8
Toyota Corolla,2013,267400.0,1.8,petrol_lpg,automatic,minor_paint,silver,4,1092.2
Rana,2021,,1.6,petrol,manual,major_paint,blue,4,354.2
Peugeot Pars,2007,372400.0,1.8,petrol,manual,intact,black,4,201.1
Dena,2026,32300.0,1.7,petrol,manual,minor_paint,silver,4,763.3
Hyundai Accent,2015,203100.0,1.6,petrol,automatic,minor_paint,grey,2,1162.8
Pride,2013,260100.0,1.3,petrol,manual,intact,silver,1,106.9
Tiba,2016,204500.0,1.5,petrol,automatic,intact,black,1,233.2
Rana,2015,,1.6,petrol,AUTOMATIC,intact,white,4,373.2
Samand,2006,339800.0,1.8,petrol_lpg,MANUAL,intact,silver,2,128.0
Hyundai Accent,2006,396400.0,1.6,petrol,manual,intact,silver,5,642.8
Peugeot 206,2011,282600.0,1.4,petrol_lpg,automatic,minor_paint,silver,1,238.4
Samand,2015,251600.0,1.8,petrol_lpg,manual,accident_repaired,silver,4,150.4
Peugeot 206,2023,46000.0,1.4,petrol_lpg,manual,major_paint,white,5,390.1
Samand,2023,18200.0,1.8,petrol,manual,,white,5,355.2
Dena,2012,255900.0,1.7,petrol_lpg,manual,intact,white,5,298.5
Tiba,2013,234600.0,1.5,petrol,automatic,intact,black,1,184.4
Pride,2021,83000.0,1.3,petrol_lpg,automatic,minor_paint,white,3,210.3
Hyundai Accent,2023,81300.0,1.6,petrol,manual,minor_paint,white,3,1837.3
Hyundai Accent,2025,14500.0,1.6,petrol,manual,intact,red,2,2196.2
Toyota Corolla,2022,72400.0,1.8,petrol,manual,major_paint,silver,4,1876.9
Peugeot 206,2026,0.0,1.4,petrol,manual,minor_paint,red,3,573.6
Shahin,2020,122400.0,1.5,petrol,manual,intact,silver,1,702.7
Pride,2024,53900.0,1.3,petrol,manual,intact,silver,1,270.9
Dena,2018,,1.7,petrol,manual,major_paint,silver,4,380.7
Dena,2017,204200.0,1.7,petrol_lpg,MANUAL,major_paint,black,4,379.0
Kia Cerato,2025,38700.0,2.0,petrol,automatic,accident_repaired,white,4,2078.6
Quik,2017,161600.0,1.5,petrol,manual,minor_paint,blue,4,224.4
Quik,2016,158600.0,1.5,petrol,automatic,accident_repaired,blue,2,194.7
Tiba,2010,302500.0,1.5,petrol,manual,intact,silver,5,110.6
Peugeot 206,2010,282300.0,1.4,petrol,manual,minor_paint,red,1,172.9
Pride,2025,37100.0,1.3,petrol,manual,intact,blue,1,284.9
Peugeot 206,2023,72900.0,1.4,petrol,manual,minor_paint,white,5,495.3
Kia Cerato,2020,127200.0,2.0,petrol_lpg,automatic,accident_repaired,silver,1,1377.2
Peugeot Pars,2013,220300.0,1.8,petrol,manual,minor_paint,black,4,286.5
Rana,2007,343600.0,1.6,petrol,automatic,major_paint,black,1,203.1
Shahin,2005,367500.0,1.5,petrol,manual,intact,black,1,246.8
Peugeot 206,2025,6000.0,1.4,petrol,manual,major_paint, silver ,4,538.0
Rana,2008,354100.0,1.6,petrol,manual,intact,silver,2,220.1
Tiba,2012,253400.0,1.5,petrol,manual,intact,white,5,152.8
Peugeot 206,2006,348500.0,1.4,petrol_lpg,manual,minor_paint,grey,3,166.8
Kia Cerato,2006,330700.0,2.0,petrol,MANUAL,accident_repaired, silver ,2,599.9
Quik,2018,212800.0,1.5,petrol_lpg,manual,major_paint,red,5,184.2
Peugeot Pars,2005,349900.0,1.8,petrol,manual,minor_paint,white,5,156.6
Hyundai Accent,2021,121500.0,1.6,petrol,manual,intact,white,2,1693.2
Peugeot 206,2021,41000.0,1.4,petrol,manual,minor_paint,black,5,426.0
Quik,2008,327400.0,1.5,petrol,manual,major_paint,white,1,120.8
Pride,2012,251100.0,1.3,petrol,automatic,,blue,5,111.3
Samand,2010,,1.8,petrol,automatic,intact,black,5,204.2
Rana,2006,338800.0,1.6,petrol,manual,major_paint, white ,1,150.4
Rana,2014,186500.0,1.6,petrol_lpg,manual,intact,white,5,298.6
Dena,2020,104200.0,1.7,petrol,automatic,minor_paint,silver,1,718.8
Hyundai Accent,2022,73000.0,1.6,petrol,manual,major_paint,silver,5,1372.9
Peugeot 206,2018,116300.0,1.4,petrol,manual,intact,silver,1,464.4
Dena,2019,145000.0,1.7,petrol,manual,major_paint,white,2,491.7
Kia Cerato,2019,119000.0,2.0,petrol,automatic,intact,silver,4,1785.0
Peugeot Pars,2012,284500.0,1.8,petrol,manual,intact,red,1,280.9
Pride,2012,238600.0,1.3,petrol,manual,minor_paint,white,3,86.4
Rana,2009,,1.6,petrol,automatic,minor_paint,blue,4,207.5
Toyota Corolla,2023,51000.0,1.8,petrol,automatic,intact,blue,2,2733.4
Quik,2011,310300.0,1.5,petrol,manual,accident_repaired,silver,3,102.7
Pride,2006,381800.0,1.3,petrol_lpg,manual,intact,red,5,60.0
Hyundai Accent,2008,345800.0,1.6,petrol_lpg,manual,major_paint,grey,5,553.7
Pride,2007,345300.0,1.3,petrol,automatic,intact,white,3,81.6
Rana,2021,74200.0,1.6,petrol_lpg,manual,intact,white,1,578.1
Rana,2025,27900.0,1.6,petrol_lpg,automatic,accident_repaired,grey,1,514.6
Quik,2016,163000.0,1.5,petrol,manual,intact,white,4,268.9
Peugeot Pars,2005,371100.0,1.8,petrol,automatic,major_paint,blue,5,134.1
Hyundai Accent,2021,87700.0,1.6,petrol,automatic,minor_paint,silver,4,1529.8
Rana,2006,344800.0,1.6,petrol_lpg,AUTOMATIC,intact,grey,1,206.0
Tiba,2007,334200.0,1.5,petrol,manual,intact,black,4,99.7
Tiba,2020,115500.0,1.5,petrol,automatic,minor_paint,white,5,238.1
Pride,2018,146700.0,1.3,petrol,automatic,minor_paint,white,2,188.2
Pride,2020,150100.0,1.3,petrol,automatic,major_paint,white,4,171.7
Pride,2021,110500.0,1.3,petrol,manual,intact,black,3,221.5
Kia Cerato,2016,184900.0,2.0,petrol_lpg,automatic,minor_paint,white,3,1659.8
Toyota Corolla,2009,280700.0,1.8,petrol,automatic,major_paint,white,3,1000.3
Rana,2014,172600.0,1.6,petrol,manual,accident_repaired,white,3,225.4
Shahin,2025,,1.5,petrol,manual,intact,silver,5,903.7
Tiba,2025,53100.0,1.5,petrol,manual,minor_paint,black,2,372.0
Toyota Corolla,2017,197100.0,1.8,petrol,automatic,intact,black,2,2041.9
Tiba,2020,75600.0,1.5,petrol,manual,minor_paint,black,4,256.3
Quik,2016,183700.0,1.5,petrol,automatic,intact,black,2,258.5
Peugeot 206,2018,103800.0,1.4,petrol_lpg,manual,intact,blue,3,389.9
Tiba,2021,68200.0,1.5,petrol,manual,intact,white,5,271.3
Peugeot Pars,2021,111700.0,1.8,petrol_lpg,manual,intact,blue,1,522.3
Hyundai Accent,2009,270900.0,1.6,petrol,manual,intact,white,1,921.5
Dena,2018,186800.0,1.7,petrol,manual,intact,white,3,577.1
Peugeot Pars,2021,125700.0,1.8,petrol,automatic,major_paint,red,1,395.3
Dena,2019,76700.0,1.7,petrol,automatic,major_paint,black,1,660.2
Pride,2012,267500.0,1.3,petrol,manual,intact,white,3,110.2
Quik,2022,100800.0,1.5,petrol_lpg,manual,intact,white,1,324.4
Shahin,2026,0.0,1.5,petrol,manual,major_paint,black,3,825.3
Toyota Corolla,2007,381000.0,1.8,petrol,MANUAL,accident_repaired,silver,5,575.8
Tiba,2010,289300.0,1.5,petrol,automatic,,blue,2,123.6
Peugeot Pars,2014,216100.0,1.8,petrol,AUTOMATIC,intact,blue,2,368.6
Peugeot 206,2020,145200.0,1.4,petrol,manual,accident_repaired,blue,2,325.2
Dena,2016,157000.0,1.7,petrol,automatic,major_paint,grey,5,441.9
Toyota Corolla,2009,328200.0,1.8,petrol,manual,intact,grey,3,1192.9
Peugeot 206,2018,145900.0,1.4,petrol,manual,minor_paint,black,2,340.5
Peugeot Pars,2016,119700.0,1.8,petrol_lpg,automatic,minor_paint,blue,1,354.3
Samand,2010,305600.0,1.8,petrol,manual,major_paint,white,4,161.4
Toyota Corolla,2026,0.0,1.8,petrol_lpg,manual,intact,silver,3,2972.8
Tiba,2020,,1.5,petrol_lpg,MANUAL,intact,black,2,287.2
Rana,2017,128100.0,1.6,petrol_lpg,manual,intact,grey,3,411.4
Rana,2005,386900.0,1.6,petrol,manual,major_paint,black,2,118.4
Tiba,2006,370100.0,1.5,petrol,manual,intact,white,3,86.3
Shahin,2010,287000.0,1.5,petrol,manual,minor_paint,silver,4,277.8
Toyota Corolla,2021,128400.0,1.8,petrol,manual,minor_paint,silver,1,1897.3
Kia Cerato,2010,,2.0,petrol,automatic,intact,white,3,1297.6
Pride,2019,149500.0,1.3,petrol_lpg,manual,intact,silver,4,165.5
Peugeot 206,2020,151300.0,1.4,petrol,manual,,blue,2,430.6
Peugeot 206,2008,319300.0,1.4,petrol,manual,,white,3,186.2
Hyundai Accent,2015,185000.0,1.6,petrol,manual,major_paint,silver,1,1035.1
Rana,2018,118400.0,1.6,petrol,manual,minor_paint,silver,3,375.8
Tiba,2026,,1.5,petrol,manual,minor_paint,white,5,340.4
Kia Cerato,2008,370900.0,2.0,petrol,manual,intact, black ,3,1030.2
Pride,2009,320200.0,1.3,petrol_lpg,manual,minor_paint,blue,3,62.5
Samand,2026,,1.8,petrol,manual,major_paint,white,5,478.4
Pride,2008,369400.0,1.3,petrol,manual,intact,black,3,71.9
Peugeot Pars,2026,13200.0,1.8,petrol,manual,major_paint,blue,1,551.2
Dena,2017,165900000.0,1.7,petrol,MANUAL,major_paint,red,3,354.9
Pride,2016,194800.0,1.3,petrol_lpg,manual,minor_paint, silver ,1,129.4
Rana,2015,240600.0,1.6,petrol,manual,intact,white,4,350.2
Kia Cerato,2010,279700.0,2.0,petrol,automatic,minor_paint,black,1,1096.3
Shahin,2013,226900.0,1.5,petrol_lpg,manual,intact,silver,2,411.5
Rana,2010,309800.0,1.6,petrol,manual,intact,silver,4,231.8
Tiba,2025,10900.0,1.5,petrol_lpg,manual,accident_repaired,silver,2,246.7
Peugeot Pars,2014,168100.0,1.8,petrol,automatic,minor_paint,black,5,320.2
Dena,2023,105100.0,1.7,petrol_lpg,manual,minor_paint,white,1,771.9
Shahin,2006,374700.0,1.5,petrol_lpg,manual,,blue,4,213.5
Samand,2006,,1.8,petrol,automatic,intact, black ,3,142.2
Hyundai Accent,2006,368400.0,1.6,petrol,automatic,minor_paint,white,1,810.7
Hyundai Accent,2008,350400.0,1.6,petrol,manual,intact,white,2,842.9
Peugeot Pars,2007,330800.0,1.8,petrol,manual,,silver,4,200.2
Tiba,2009,309700.0,1.5,petrol,manual,major_paint,silver,2,90.1
Tiba,2006,398600.0,1.5,petrol,manual,intact,silver,3,76.5
Shahin,2026,26600.0,1.5,petrol,manual,minor_paint,grey,5,765.9
Kia Cerato,2015,196800.0,2.0,petrol,automatic,major_paint,black,1,1392.8
Pride,2021,107600.0,1.3,petrol_lpg,manual,intact,silver,3,172.5
Samand,2025,42200.0,1.8,petrol,automatic,intact,grey,4,635.8
Rana,2019,76000.0,1.6,petrol,manual,accident_repaired,blue,2,291.0
Tiba,2010,308000.0,1.5,petrol_lpg,manual,minor_paint,black,2,105.2
Rana,2014,267800.0,1.6,petrol,manual,intact,black,3,283.5
Rana,2014,196800.0,1.6,petrol,automatic,intact,white,5,337.6
Peugeot Pars,2010,288700.0,1.8,petrol,manual,intact, white ,5,233.2
Kia Cerato,2006,384000.0,2.0,petrol,manual,intact,blue,1,795.8
Tiba,2023,41300.0,1.5,petrol_lpg,manual,intact, black ,2,320.8
Toyota Corolla,2020,153200.0,1.8,petrol,MANUAL,minor_paint,silver,5,1700.6
Dena,2009,334000.0,1.7,petrol,manual,minor_paint,grey,2,285.3
Dena,2010,264900.0,1.7,petrol_lpg,manual,intact,white,3,315.7
Tiba,2005,433900.0,1.5,petrol,manual,intact,silver,5,69.8
Kia Cerato,2010,324900.0,2.0,petrol,manual,intact,blue,3,963.3
Rana,2007,381300.0,1.6,petrol,MANUAL,intact,silver,4,177.6
Rana,2009,309300.0,1.6,petrol_lpg,manual,major_paint,white,4,183.9
Peugeot 206,2018,162800.0,1.4,petrol_lpg,automatic,intact,blue,5,390.9
Dena,2026,29900.0,1.7,petrol,MANUAL,intact,red,5,774.0
Samand,2022,58600.0,1.8,petrol,manual,major_paint,silver,4,380.7
Tiba,2017,,1.5,petrol,manual,major_paint,red,2,161.8
Samand,2015,,1.8,petrol,manual,minor_paint,silver,3,251.4
Toyota Corolla,2025,30600.0,1.8,petrol,manual,minor_paint,white,3,2450.9
Rana,2007,338700.0,1.6,petrol,manual,minor_paint,blue,4,174.3
Peugeot 206,2008,316000.0,1.4,petrol_lpg,automatic,,black,1,184.8
Pride,2021,,1.3,petrol,manual,intact,silver,4,192.2
Kia Cerato,2020,113900.0,2.0,petrol,MANUAL,intact,white,4,1735.3
Quik,2020,102200.0,1.5,petrol,manual,intact,white,2,378.3
Samand,2006,351000.0,1.8,petrol,manual,intact,black,4,151.4
Dena,2016,187200.0,1.7,petrol,manual,major_paint,white,4,412.6
Toyota Corolla,2017,158700000.0,1.8,petrol,manual,intact,red,3,1604.1
Kia Cerato,2024,19300.0,2.0,petrol,manual,intact,black,5,1765.5
Toyota Corolla,2017,170700.0,1.8,petrol,automatic,minor_paint,blue,5,1571.2
Samand,2011,242400.0,1.8,petrol,manual,accident_repaired,blue,1,137.8
Shahin,2012,251500.0,1.5,petrol,manual,intact,white,5,422.9
Hyundai Accent,2006,382200.0,1.6,petrol_lpg,manual,intact,red,4,561.0
Dena,2017,134400.0,1.7,petrol,automatic,intact,silver,5,632.1
Peugeot 206,2012,209700.0,1.4,petrol,MANUAL,intact,blue,4,262.4
Peugeot 206,2011,277000.0,1.4,petrol,manual,major_paint,silver,3,189.1
Hyundai Accent,2024,45500.0,1.6,petrol,manual,intact,blue,4,1907.5
Quik,2014,203700.0,1.5,petrol_lpg,manual,major_paint,blue,4,159.7
Peugeot 206,2017,167900.0,1.4,petrol,manual,minor_paint,white,5,317.6
Tiba,2021,63500.0,1.5,petrol,manual,intact,silver,2,273.1
Peugeot Pars,2006,306100.0,1.8,petrol,manual,intact,red,5,196.2
Peugeot Pars,2016,168500.0,1.8,petrol_lpg,automatic,intact,grey,4,384.4
Toyota Corolla,2011,261900.0,1.8,petrol,manual,major_paint,silver,3,1084.7
Toyota Corolla,2006,318800.0,1.8,petrol,manual,major_paint,white,3,996.6
Kia Cerato,2012,218600.0,2.0,petrol_lpg,AUTOMATIC,intact,blue,2,1513.5
Tiba,2009,326900.0,1.5,petrol,manual,minor_paint,silver,2,110.3
Kia Cerato,2017,180800.0,2.0,petrol,automatic,intact,red,2,1578.3
Samand,2024,6400.0,1.8,petrol,manual,intact,black,3,553.6
Rana,2006,352900.0,1.6,petrol,automatic,minor_paint,black,3,181.9
Rana,2005,353800.0,1.6,petrol_lpg,manual,intact,silver,1,162.6
Samand,2017,163100.0,1.8,petrol,manual,major_paint,black,3,274.7
Dena,2019,131600.0,1.7,petrol,manual,minor_paint,red,2,551.6
Pride,2014,192600.0,1.3,petrol,manual,major_paint,black,3,105.5
Kia Cerato,2016,205200.0,2.0,petrol,manual,intact, silver ,1,1322.4
Tiba,2007,334200.0,1.5,petrol,manual,intact,black,4,99.7
Rana,2022,115600.0,1.6,petrol_lpg,manual,minor_paint,grey,1,522.0
Pride,2021,,1.3,petrol,manual,major_paint,silver,2,159.8
Pride,2017,125000.0,1.3,petrol,manual,minor_paint,grey,4,141.6
Quik,2014,261300.0,1.5,petrol,automatic,intact,white,5,216.0
Toyota Corolla,2018,106300.0,1.8,petrol_lpg,manual,minor_paint,black,1,1664.3
Hyundai Accent,2014,204900.0,1.6,petrol,manual,intact,red,3,1242.7
Toyota Corolla,2025,19000.0,1.8,petrol,manual,intact,white,3,2506.8
Rana,2016,142700.0,1.6,petrol,manual,intact,white,5,339.7
Pride,2012,242800.0,1.3,petrol,automatic,minor_paint,blue,2,117.7
Kia Cerato,2019,130900.0,2.0,petrol,manual,minor_paint,silver,3,1573.8
Tiba,2014,249800.0,1.5,petrol,manual,intact,red,1,168.3
Quik,2005,361900.0,1.5,petrol,manual,intact,red,2,109.4
Hyundai Accent,2015,197100.0,1.6,petrol,manual,minor_paint,black,3,1060.6
